selection	fraction	group	n	spearman	R_min	R_max	sys_min	sys_max
low_R	0.01	G06	6	0.028571428571428574	13.465125318730331	14.239074419404108	0.411816042841724	0.5751546322306158
low_R	0.01	G07	6	-0.3142857142857143	11.924671717770792	13.344028692824478	0.4139202531364023	0.6316543332902312
low_R	0.01	G08	6	-0.2571428571428572	11.007140400814665	13.101646316859535	0.5241506766183065	0.6664610091925184
low_R	0.01	G09	6	0.5428571428571429	13.008757432593988	13.418077205651327	0.485341696804907	0.7811353314855473
low_R	0.01	G10	6	-0.7714285714285715	11.894197244832187	12.729533898662654	0.4146214593459324	0.6283301074823161
low_R	0.01	G11	6	-0.08571428571428573	11.872415245017677	12.977571144479736	0.4711101341984342	0.6646473045634587
low_R	0.01	G12	6	-0.08571428571428573	12.475394166668492	12.843205838499562	0.4726728868581863	0.7148564547106033
low_R	0.01	P3x3	11	-0.18181818181818182	12.206403909027228	13.170105844481975	0.4772430412626695	0.5066285438372599
low_R	0.01	P3x4	11	-0.018181818181818184	11.76521412117614	12.184733737014257	0.5071360538642906	0.7119073397957835
low_R	0.01	P3x5	11	-0.790909090909091	11.10919623389961	11.71083780877063	0.595700407822994	0.7624210652041858
low_R	0.01	P3x6	11	-0.3181818181818182	10.769324413781826	11.373258993975087	0.581978232203539	0.7899693224084291
low_R	0.01	P4x4	11	0.5454545454545455	9.789933856974514	11.028564139623162	0.5288203755673409	0.7096487953247098
low_R	0.01	P4x5	11	0.03636363636363637	9.513616925654807	10.328214771822172	0.5318436189754883	0.7620843039706073
low_R	0.01	P4x6	11	-0.15454545454545454	9.584511899485836	10.071774669040064	0.5229230785384841	0.7458080181170299
low_R	0.01	P5x5	11	0.7454545454545456	8.925917889909165	9.72927650966265	0.5077493136245751	0.7795121141447494
low_R	0.01	P5x6	11	0.4272727272727273	9.183382712781459	9.561997955040862	0.5070245156599887	0.7555441464196785
low_R	0.01	P6x6	11	0.1272727272727273	9.070259628314721	9.276620365295702	0.5299886555236156	0.7864735477390526
