label	source	leaf	test_positive_rate	test_rows	test_mean_sys	test_max_sys	train_positive_rate	train_rows	train_mean_sys	train_max_sys	rule
top_decile	ridge_symp_area_only	16	0.5172413793103449	319	0.6074061846977573	0.8141002333029529	0.21739130434782608	138	0.5438089498906197	0.7119073397957835	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 13.0806 and ridge_symp_area_sum_over_volume_sqrt <= 12.2686
top_decile	ridge_symp_area_only	11	0.3617021276595745	47	0.5643359325736	0.7865825197120293	0.10826210826210826	702	0.4842682709543785	0.7744626849308398	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 16.0315 and ridge_symp_area_q25_over_volume_sqrt <= 0.025001
top_decile	ridge_symp_area_only	12	0.2857142857142857	14	0.5500471764315261	0.7173589963009481	0.3769063180827887	459	0.5639938423016124	0.8595596058028344	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 11.4737 and ridge_symp_area_sum_over_volume_sqrt <= 16.0315 and ridge_symp_area_q25_over_volume_sqrt > 0.025001
top_decile	ridge_symp_area_only	17	0.1710914454277286	339	0.5330080092495482	0.7163972208947439	0.075	240	0.484012978831498	0.6949401945596988	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 13.0806 and ridge_symp_area_sum_over_volume_sqrt > 12.2686
top_decile	ridge_symp_area_only	21	0.14432989690721648	97	0.4914703624885391	0.7448532509168573	0.16312056737588654	141	0.5053811928852008	0.7458522392903429	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt <= 15.7625 and ridge_symp_area_q25_over_volume_sqrt > 0.0355978
top_decile	ridge_symp_area_only	20	0.01107419712070875	903	0.427107487080659	0.6537429679717179	0.011627906976744186	946	0.4102715409347557	0.6464199674959318	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt <= 15.7625 and ridge_symp_area_q25_over_volume_sqrt <= 0.0355978
top_decile	ridge_symp_area_only	24	0.0012285012285012285	3256	0.17206047111700634	0.6391139936671504	0.0	4826	0.18407062483852407	0.5966447152735398	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt > 15.7625 and ridge_symp_area_max_over_volume_sqrt > 2.21628
top_decile	ridge_symp_area_only	23	0.0	59	0.35697750306113185	0.5627705320044999	0.017064846416382253	293	0.36922039391932154	0.6784213299550274	ridge_symp_area_std_over_volume_sqrt > 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 13.0806 and ridge_symp_area_sum_over_volume_sqrt > 15.7625 and ridge_symp_area_max_over_volume_sqrt <= 2.21628
top_decile	ridge_symp_area_only	7	0.0	0	NA	NA	0.2916666666666667	144	0.5585243899773046	0.7788172724218558	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt <= 11.4737 and ridge_symp_area_sum_over_volume_sqrt > 10.658 and ridge_symp_area_q90_over_volume_sqrt <= 0.640018
top_decile	ridge_symp_area_only	13	0.0	0	NA	NA	0.02830188679245283	212	0.4483240894863193	0.6561801911542886	ridge_symp_area_std_over_volume_sqrt <= 0.45921 and ridge_symp_area_sum_over_volume_sqrt > 11.4737 and ridge_symp_area_sum_over_volume_sqrt > 16.0315
top_decile	strata_only	4	0.0654296875	5120	0.2889286034104254	0.8381244889295797	0.02734375	4096	0.2439125957011836	0.7835927061265431	product_bucket=6x6 <= 0.5 and product_bucket=5x6 <= 0.5 and facet_count=F10 <= 0.5 and facet_count=F12 <= 0.5
top_decile	strata_only	10	0.0	0	NA	NA	0.310546875	1024	0.4773043971571597	0.8536118881702471	product_bucket=6x6 > 0.5
top_decile	strata_only	9	0.0	0	NA	NA	0.236328125	1024	0.44070530918217976	0.86258589584944	product_bucket=6x6 <= 0.5 and product_bucket=5x6 > 0.5
top_decile	strata_only	5	0.0	0	NA	NA	0.150390625	512	0.41831793469461265	0.8247662746241669	product_bucket=6x6 <= 0.5 and product_bucket=5x6 <= 0.5 and facet_count=F10 <= 0.5 and facet_count=F12 > 0.5
