feature	left_q05	left_q95	population_left	population_right	q05_q95_interval_overlap	right_q05	right_q95	side_count
covariance_anisotropy	1.0489170139371042	1.6598169501071023	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	1.0000000000000007	1.0000000000000036	3
radial_rms	0.8775215329672241	0.8926198298853005	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	0.8773826753016616	0.8773826753016618	3
angle_gap_cv	0.007008689890833199	0.07426761909614085	regular-mutation[steps=4,scale=0.03]	repulsive-gap[regular]	0.0	1.731274681912423e-16	5.193824045737268e-16	3
log_perimeter	1.5263708320573381	2.0529161330156023	repulsive-gap[alpha=16]	repulsive-gap[alpha=1]	0.24046610540243835	1.5327711065982914	3.6894408645128833	3
covariance_anisotropy	1.5673908056662402	60.31552830030144	repulsive-gap[alpha=16]	repulsive-gap[alpha=1]	0.0009132521562583997	1.767724971456539	64110.69971272171	3
radial_rms	0.8894672260265016	1.7965744431868804	repulsive-gap[alpha=16]	repulsive-gap[alpha=1]	0.09726269180751615	0.897140293650981	10.136940566738568	3
angle_gap_cv	0.061998177992691264	0.3035181650369645	repulsive-gap[alpha=16]	repulsive-gap[alpha=1]	0.47189901155443625	0.08155583502327228	0.5323579892636406	3
log_perimeter	1.5263708320573381	2.0529161330156023	repulsive-gap[alpha=16]	repulsive-gap[alpha=4]	0.7561116903391913	1.5283543551451413	2.2201331221697194	3
covariance_anisotropy	1.5673908056662402	60.31552830030144	repulsive-gap[alpha=16]	repulsive-gap[alpha=4]	0.488291241607995	1.6149577595956484	121.78369930917036	3
radial_rms	0.8894672260265016	1.7965744431868804	repulsive-gap[alpha=16]	repulsive-gap[alpha=4]	0.7092236521209422	0.8916006642705273	2.165473428315466	3
angle_gap_cv	0.061998177992691264	0.3035181650369645	repulsive-gap[alpha=16]	repulsive-gap[alpha=4]	0.777667246485857	0.06961433514802853	0.36277441737516064	3
log_perimeter	1.5263708320573381	2.0529161330156023	repulsive-gap[alpha=16]	repulsive-gap[regular]	0.0	1.5171063970610275	1.5171063970610277	3
covariance_anisotropy	1.5673908056662402	60.31552830030144	repulsive-gap[alpha=16]	repulsive-gap[regular]	0.0	1.0000000000000007	1.0000000000000036	3
radial_rms	0.8894672260265016	1.7965744431868804	repulsive-gap[alpha=16]	repulsive-gap[regular]	0.0	0.8773826753016616	0.8773826753016618	3
angle_gap_cv	0.061998177992691264	0.3035181650369645	repulsive-gap[alpha=16]	repulsive-gap[regular]	0.0	1.731274681912423e-16	5.193824045737268e-16	3
log_perimeter	1.5327711065982914	3.6894408645128833	repulsive-gap[alpha=1]	repulsive-gap[alpha=4]	0.3180631652605735	1.5283543551451413	2.2201331221697194	3
covariance_anisotropy	1.767724971456539	64110.69971272171	repulsive-gap[alpha=1]	repulsive-gap[alpha=4]	0.0018720587697740364	1.6149577595956484	121.78369930917036	3
radial_rms	0.897140293650981	10.136940566738568	repulsive-gap[alpha=1]	repulsive-gap[alpha=4]	0.13718620927348532	0.8916006642705273	2.165473428315466	3
angle_gap_cv	0.08155583502327228	0.5323579892636406	repulsive-gap[alpha=1]	repulsive-gap[alpha=4]	0.6077200191742198	0.06961433514802853	0.36277441737516064	3
log_perimeter	1.5327711065982914	3.6894408645128833	repulsive-gap[alpha=1]	repulsive-gap[regular]	0.0	1.5171063970610275	1.5171063970610277	3
covariance_anisotropy	1.767724971456539	64110.69971272171	repulsive-gap[alpha=1]	repulsive-gap[regular]	0.0	1.0000000000000007	1.0000000000000036	3
