effective_covariance_rank	eigenvalue_1	eigenvalue_2	eigenvalue_3	eigenvalue_4	feature	mean	n	population	q05	q95	side_count	std
1.2621390243747346	0.002463611541373187	0.00032840802672747275	2.0037965655474022e-07	6.35291914539101e-09	log_perimeter	1.315829588987054	24	regular-mutation[steps=4,scale=0.03]	1.3147938989716441	1.316786245714454	6	0.0007418339504991441
1.2621390243747346	0.002463611541373187	0.00032840802672747275	2.0037965655474022e-07	6.35291914539101e-09	covariance_anisotropy	1.0853914588541296	24	regular-mutation[steps=4,scale=0.03]	1.021015752733846	1.15000567784025	6	0.04841101375360671
1.2621390243747346	0.002463611541373187	0.00032840802672747275	2.0037965655474022e-07	6.35291914539101e-09	radial_rms	0.6213832723768483	24	regular-mutation[steps=4,scale=0.03]	0.6207275519341678	0.622113600892554	6	0.0005495649839133668
1.2621390243747346	0.002463611541373187	0.00032840802672747275	2.0037965655474022e-07	6.35291914539101e-09	angle_gap_cv	0.06989224319417449	24	regular-mutation[steps=4,scale=0.03]	0.03841001733949927	0.10178979851568361	6	0.021160049828457497
1.3382766436697922	0.003422727447943145	0.0005941353937706088	1.545420483209811e-06	3.485426921542382e-07	log_perimeter	1.3240528648839511	24	repulsive-gap[alpha=16]	1.3170901185942967	1.3312947778343203	6	0.004547452896615848
1.3382766436697922	0.003422727447943145	0.0005941353937706088	1.545420483209811e-06	3.485426921542382e-07	covariance_anisotropy	1.055233048264209	24	repulsive-gap[alpha=16]	1.0148269581440261	1.111575496366929	6	0.03465578583631862
1.3382766436697922	0.003422727447943145	0.0005941353937706088	1.545420483209811e-06	3.485426921542382e-07	radial_rms	0.6258504305319911	24	repulsive-gap[alpha=16]	0.6220573439729574	0.630362151887337	6	0.002488411522077704
1.3382766436697922	0.003422727447943145	0.0005941353937706088	1.545420483209811e-06	3.485426921542382e-07	angle_gap_cv	0.2138816091656972	24	repulsive-gap[alpha=16]	0.12282653109441252	0.2925158788952339	6	0.05282860771595429
1.000000166045886	3322694.1183001013	0.2604681129400326	0.015135430416928814	0.00025629996509169155	log_perimeter	1.6247848764953183	24	repulsive-gap[alpha=1]	1.3603108023861723	2.3207486886945192	6	0.4296446055609209
1.000000166045886	3322694.1183001013	0.2604681129400326	0.015135430416928814	0.00025629996509169155	covariance_anisotropy	387.123668432619	24	repulsive-gap[alpha=1]	1.1311237363829532	182.80597821166666	6	1822.8255007024566
1.000000166045886	3322694.1183001013	0.2604681129400326	0.015135430416928814	0.00025629996509169155	radial_rms	1.119847693351946	24	repulsive-gap[alpha=1]	0.6367620157524446	2.3623535197180425	6	1.1674915271854895
1.000000166045886	3322694.1183001013	0.2604681129400326	0.015135430416928814	0.00025629996509169155	angle_gap_cv	0.7265139736934744	24	repulsive-gap[alpha=1]	0.4567396500308516	1.0496003087767578	6	0.2012904101350366
1.0843319499889297	0.14868959486319816	0.006164416153143302	8.722146613539668e-05	2.415115283830712e-05	log_perimeter	1.3657207472101518	24	repulsive-gap[alpha=4]	1.3257807233611976	1.4236044368336327	6	0.03822010440952159
1.0843319499889297	0.14868959486319816	0.006164416153143302	8.722146613539668e-05	2.415115283830712e-05	covariance_anisotropy	1.3751174102772172	24	repulsive-gap[alpha=4]	1.0611666764169223	1.8793359893201163	6	0.3676251883504645
