stratum	n	model	fit_threshold_quantile	fit_threshold	test_threshold_quantile	test_threshold	observed_exceedances	observed_rate	fit_status	fit_tail_n	status	predicted_probability	predicted_expected_count	predicted_over_observed_count	observed_rate_wilson_95_lower	observed_rate_wilson_95_upper	predicted_inside_wilson_interval	binomial_log_score	shape	scale	endpoint
product:5x6	1024	gpd_excess	0.80000000000000004	0.61708626676858225	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	205	ok	0.10304681119919988	105.51993466798068	1.0244653851260259	0.083630257912360048	0.12052716054929473	yes	-334.23513529574075	-0.31100714222588544	0.087243557538244101	0.89760573302212199
product:5x6	1024	gpd_excess	0.80000000000000004	0.61708626676858225	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	205	ok	0.050725571077175208	51.942984783027413	0.9989035535197579	0.038933483946073148	0.065986839996130239	yes	-205.62864658411593	-0.31100714222588544	0.087243557538244101	0.89760573302212199
product:5x6	1024	gpd_excess	0.80000000000000004	0.61708626676858225	0.98999999999999999	0.7926715918074011	11	0.0107421875	ok	205	ok	0.0084790375684776383	8.6825344701211016	0.78932131546555473	0.0060087122945773229	0.019132770955518102	yes	-61.097628193375712	-0.31100714222588544	0.087243557538244101	0.89760573302212199
product:5x6	1024	exponential_excess	0.84999999999999998	0.64074112062329291	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	154	ok	0.09387691578862363	96.129961767550597	0.93330059968495727	0.083630257912360048	0.12052716054929473	yes	-334.46668595345204	0	0.06088578069067762	infinite
product:5x6	1024	exponential_excess	0.84999999999999998	0.64074112062329291	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	154	ok	0.044729369585197638	45.802874455242382	0.88082450875466123	0.038933483946073148	0.065986839996130239	yes	-206.04979700670054	0	0.06088578069067762	infinite
product:5x6	1024	exponential_excess	0.84999999999999998	0.64074112062329291	0.98999999999999999	0.7926715918074011	11	0.0107421875	ok	154	ok	0.01240252682310213	12.700187466856582	1.1545624969869619	0.0060087122945773229	0.019132770955518102	yes	-60.930726666136742	0	0.06088578069067762	infinite
product:5x6	1024	gpd_excess	0.84999999999999998	0.64074112062329291	0.90000000000000002	0.66943363963699265	103	0.1005859375	ok	154	ok	0.10264028476865086	105.10365160309848	1.0204238019718299	0.083630257912360048	0.12052716054929473	yes	-334.2249500802734	-0.30854595401507001	0.079623624610193774	0.89880194940442415
product:5x6	1024	gpd_excess	0.84999999999999998	0.64074112062329291	0.94999999999999996	0.71457156851790737	52	0.05078125	ok	154	ok	0.050450337201899217	51.661145294744799	0.99348356336047694	0.038933483946073148	0.065986839996130239	yes	-205.62978156595506	-0.30854595401507001	0.079623624610193774	0.89880194940442415
product:5x6	1024	gpd_excess	0.84999999999999998	0.64074112062329291	0.98999999999999999	0.7926715918074011	11	0.0107421875	ok	154	ok	0.0084444721041045858	8.6471394346030959	0.78610358496391786	0.0060087122945773229	0.019132770955518102	yes	-61.107248579812989	-0.30854595401507001	0.079623624610193774	0.89880194940442415
generic:F10	512	exponential_excess	0.75	0.49744946973751858	0.90000000000000002	0.59480215016891524	52	0.1015625	ok	128	ok	0.088662005134959018	45.394946629099017	0.87297974286728874	0.078293756105143525	0.13076555267402867	yes	-168.69909960704859	0	0.093912707467946679	infinite
